5947,Evelyn (2002),Drama,not set,not set
5949,Intact (Intacto) (2001),Thriller,not set,not set
5952,Lord of the Rings: The Two Towers, The (2002),Adventure|Fantasy,not set
5954,25th Hour (2002),Crime|Drama,not set,not set
5955,Antwone Fisher (2002),Drama,not set,not set
5956,Gangs of New York (2002),Crime|Drama,not set,not set
5957,Two Weeks Notice (2002),Comedy|Romance,not set,not set
5958,Wild Thornberrys Movie, The (2002),Animation|Children|Comedy,not set
5959,Narc (2002),Crime|Drama|Thriller,not set,not set
5960,Bad Influence (1990),Drama|Thriller,not set,not set
5961,Blue Steel (1990),Action|Thriller,not set,not set
5962,Body of Evidence (1993),Drama|Thriller,not set,not set
5963,Children's Hour, The (1961),Drama,not set
5965,Duellists, The (1977),Action|War,not set
5966,Kiss Before Dying, A (1956),Film-Noir|Mystery,not set
5968,Miami Blues (1990),Comedy|Crime|Drama,not set,not set
5969,My Girl 2 (1994),Comedy|Drama|Romance,not set,not set
5970,My Girl (1991),Comedy|Drama|Romance,not set,not set
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,not set,not set
5980,Black Christmas (1974),Horror|Mystery|Thriller,not set,not set
5981,Day of the Triffids, The (1962),Horror|Sci-Fi,not set
5984,Story of O, The (Histoire d'O) (1975),Drama|Romance,not set
5985,Asoka (Ashoka the Great) (2001),Action|Drama|Romance,not set,not set
5986,Fat City (1972),Drama,not set,not set
5989,Catch Me If You Can (2002),Crime|Drama,not set,not set
5991,Chicago (2002),Comedy|Crime|Drama|Musical,not set,not set
5992,Hours, The (2002),Drama|Romance,not set
5993,Max (2002),Drama,not set,not set
5994,Nicholas Nickleby (2002),Drama|Romance,not set,not set
5995,Pianist, The (2002),Drama|War,not set
6001,King of Comedy, The (1983),Comedy|Drama,not set
6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,not set,not set
6005,Blue Collar Comedy Tour: The Movie (2003),Comedy|Documentary,not set,not set
6006,Just Married (2003),Comedy|Romance,not set,not set
6008,Son, The (Le fils) (2002),Drama,not set
6012,Guy Thing, A (2003),Comedy|Romance,not set
6013,Kangaroo Jack (2003),Action|Comedy,not set,not set
6014,National Security (2003),Action|Comedy,not set,not set
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,not set,not set
6022,American Me (1992),Drama,not set,not set
6025,CB4 - The Movie (1993),Comedy,not set,not set
6027,Dogfight (1991),Drama|Romance,not set,not set
6031,Imitation of Life (1959),Drama|Romance,not set,not set
6032,Little Romance, A (1979),Comedy|Romance,not set
6033,Mystery Date (1991),Comedy,not set,not set
6035,Pépé le Moko (1937),Crime|Drama|Romance,not set,not set
6037,Summer Lovers (1982),Comedy|Drama|Romance,not set,not set
6039,Woman in Red, The (1984),Comedy|Romance,not set
6040,Darkness Falls (2003),Horror|Thriller,not set,not set
6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),Documentary,not set,not set
6047,Dead Reckoning (1947),Drama|Film-Noir|Mystery,not set,not set
6051,Harder They Come, The (1973),Action|Crime|Drama,not set
6056,Chaos (2001),Comedy|Crime|Drama,not set,not set
6057,Biker Boyz (2003),Action|Crime|Drama,not set,not set
6058,Final Destination 2 (2003),Horror|Thriller,not set,not set
6059,Recruit, The (2003),Action|Thriller,not set
6060,Guru, The (2002),Comedy|Romance,not set
6062,Lost in La Mancha (2002),Documentary,not set,not set
6063,May (2002),Drama|Horror,not set,not set
6064,Harder They Fall, The (1956),Drama|Film-Noir,not set
6073,Victim (1961),Crime|Drama,not set,not set
6077,Evil Under the Sun (1982),Crime|Drama|Mystery,not set,not set
6078,Firefox (1982),Action|Sci-Fi|Thriller,not set,not set
6084,Honkytonk Man (1982),Comedy|Drama,not set,not set
6091,Labyrinth of Passion (Laberinto de Pasiones) (1982),Comedy,not set,not set
6092,Last American Virgin, The (1982),Comedy|Drama,not set
6093,Last Unicorn, The (1982),Animation|Children|Fantasy,not set
6095,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),Action,not set,not set
6096,Making Love (1982),Drama,not set,not set
6100,Midsummer Night's Sex Comedy, A (1982),Comedy|Romance,not set
6101,Missing (1982),Drama|Mystery|Thriller,not set,not set
6103,Monsignor (1982),Drama|War,not set,not set
6104,Monty Python Live at the Hollywood Bowl (1982),Comedy,not set,not set
6105,Moonlighting (1982),Drama,not set,not set
6107,Night of the Shooting Stars (Notte di San Lorenzo, La) (1982),Drama|War,not set
6109,One from the Heart (1982),Drama|Romance,not set,not set
6114,Permanent Vacation (1982),Drama,not set,not set
6115,Personal Best (1982),Drama,not set,not set
6116,Pirate Movie, The (1982),Adventure|Comedy|Musical,not set
6121,Querelle (1982),Drama,not set,not set
6122,Richard Pryor Live on the Sunset Strip (1982),Comedy|Documentary,not set,not set
6123,Sunless (Sans Soleil) (1983),Documentary,not set,not set
6124,Savannah Smiles (1982),Comedy,not set,not set
6125,Secret Policeman's Other Ball, The (1982),Comedy|Documentary|Musical,not set
6126,Veronika Voss (Sehnsucht der Veronika Voss, Die) (1982),Drama,not set
6127,Shoot the Moon (1982),Drama,not set,not set
6140,Tenebre (1982),Horror|Mystery|Thriller,not set,not set
6143,Trail of the Pink Panther (1982),Comedy|Crime,not set,not set
6148,White Dog (1982),Drama|Horror|Thriller,not set,not set
6154,Deliver Us from Eva (2003),Comedy|Romance,not set,not set
6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance,not set,not set
6156,Shanghai Knights (2003),Action|Adventure|Comedy,not set,not set
6157,Daredevil (2003),Action|Crime,not set,not set
6159,All the Real Girls (2003),Drama|Romance,not set,not set
6162,Gerry (2002),Adventure|Drama,not set,not set
6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance|Thriller,not set,not set
6166,Dennis the Menace (1993),Comedy,not set,not set
6170,Black Stallion, The (1979),Adventure|Children|Drama,not set
6178,Patch of Blue, A (1965),Drama|Romance,not set
6180,Q & A (1990),Crime|Drama,not set,not set
6182,Thrill of It All, The (1963),Comedy,not set
6183,Pillow Talk (1959),Comedy|Musical|Romance,not set,not set
6184,Man Who Fell to Earth, The (1976),Drama|Sci-Fi,not set
6185,Dark Blue (2003),Action|Crime|Drama|Thriller,not set,not set
6186,Gods and Generals (2003),Action|Drama|War,not set,not set
6187,Life of David Gale, The (2003),Crime|Drama|Thriller,not set
6188,Old School (2003),Comedy,not set,not set
6195,Stone Reader (2002),Documentary,not set,not set
6197,Spider (2002),Drama|Mystery,not set,not set
6198,American Heart (1992),Crime|Drama,not set,not set
6201,Lady Jane (1986),Drama|Romance,not set,not set
6203,Life Stinks (1991),Comedy,not set,not set
6204,Meteor Man, The (1993),Comedy,not set
6207,Slaughter Rule, The (2002),Drama,not set
6211,Ten (2002),Drama,not set,not set
6212,Bringing Down the House (2003),Comedy,not set,not set
6213,Tears of the Sun (2003),Action|Drama|Thriller,not set,not set
6214,Irreversible (Irréversible) (2002),Crime|Drama|Mystery|Thriller,not set,not set
6215,Laurel Canyon (2002),Drama,not set,not set
6216,Nowhere in Africa (Nirgendwo in Afrika) (2001),Drama,not set,not set
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,not set,not set
6219,Hunted, The (2003),Action|Drama|Thriller,not set
6223,Spun (2001),Comedy|Crime|Drama,not set,not set
6225,King of Kings (1961),Drama,not set,not set
6227,Loving You (1957),Drama|Musical,not set,not set
6228,Talk of the Town, The (1942),Comedy|Romance|Thriller,not set
6229,Two-Lane Blacktop (1971),Drama,not set,not set
6230,Bang the Drum Slowly (1973),Drama,not set,not set
6231,Benny Goodman Story, The (1955),Drama|Musical,not set
6232,Born Free (1966),Adventure|Children|Drama,not set,not set
6233,Born Yesterday (1993),Comedy|Romance,not set,not set
6234,Equus (1977),Drama|Mystery,not set,not set
6235,Europa Europa (Hitlerjunge Salomon) (1990),Drama|War,not set,not set
6237,Glenn Miller Story, The (1953),Drama,not set
6238,Green Card (1990),Comedy|Drama|Romance,not set,not set
6239,Journey to the Center of the Earth (1959),Adventure|Children|Sci-Fi,not set,not set
6240,One Good Cop (1991),Action|Crime|Drama,not set,not set
6242,Ringu (Ring) (1998),Horror|Mystery|Thriller,not set,not set
6243,Ringu 2 (Ring 2) (1999),Horror|Mystery,not set,not set
6244,Salaam Bombay! (1988),Drama,not set,not set
6245,Sweet Charity (1969),Comedy|Drama|Musical|Romance,not set,not set
6247,Women in Love (1969),Drama|Romance,not set,not set
6249,Boat Trip (2003),Comedy,not set,not set
6250,Dreamcatcher (2003),Drama|Horror|Sci-Fi|Thriller,not set,not set
6252,View from the Top (2003),Comedy|Romance,not set,not set
6254,Awful Truth, The (1937),Comedy|Romance,not set
6257,I Am Curious (Yellow) (Jag är nyfiken - en film i gult) (1967),Drama,not set,not set
6260,Robe, The (1953),Drama,not set
6261,Wind (1992),Action|Romance,not set,not set
6263,Basic (2003),Drama|Thriller|War,not set,not set
6264,Core, The (2003),Action|Drama|Sci-Fi|Thriller,not set
6265,Head of State (2003),Comedy,not set,not set
6266,What a Girl Wants (2003),Comedy|Drama|Romance,not set,not set
6268,Raising Victor Vargas (2002),Comedy|Drama|Romance,not set,not set
6269,Stevie (2002),Documentary,not set,not set
6271,Day for Night (La Nuit Américaine) (1973),Comedy|Drama|Romance,not set,not set
6273,In a Lonely Place (1950),Drama|Film-Noir|Mystery|Romance,not set,not set
6276,Wake of the Red Witch (1948),Action|Adventure|Drama,not set,not set
6279,Good Thief, The (2002),Crime|Drama,not set
6281,Phone Booth (2002),Drama|Thriller,not set,not set
6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller,not set,not set
6284,DysFunktional Family (2003),Comedy|Documentary,not set,not set
6286,Man Without a Past, The (Mies vailla menneisyyttä) (2002),Comedy|Crime|Drama,not set
6287,Anger Management (2003),Comedy,not set,not set
6290,House of 1000 Corpses (2003),Horror,not set,not set
6291,Lilya 4-Ever (Lilja 4-ever) (2002),Crime|Drama,not set,not set
6294,Bulletproof Monk (2003),Action|Adventure|Sci-Fi,not set,not set
6295,Chasing Papi (a.k.a. Papi Chulo) (2003),Comedy,not set,not set
6296,Mighty Wind, A (2003),Comedy|Musical,not set
6297,Holes (2003),Adventure|Children|Comedy|Mystery,not set,not set
6298,Malibu's Most Wanted (2003),Comedy|Crime,not set,not set
6299,Winged Migration (Peuple migrateur, Le) (2001),Documentary,not set
6300,Flickering Lights (Blinkende lygter) (2000),Action|Comedy|Crime,not set,not set
6301,Straw Dogs (1971),Drama|Thriller,not set,not set
6302,Beginning of the End (1957),Sci-Fi,not set,not set
6303,Andromeda Strain, The (1971),Mystery|Sci-Fi,not set
6305,Fahrenheit 451 (1966),Drama|Sci-Fi,not set,not set
6306,I Am Trying to Break Your Heart (2002),Documentary,not set,not set
6308,Legal Eagles (1986),Comedy|Crime|Romance,not set,not set
6314,Undercover Blues (1993),Comedy|Crime,not set,not set
6315,Wildcats (1986),Comedy,not set,not set
6316,Wiz, The (1978),Adventure|Children|Comedy|Fantasy|Musical,not set
6318,Marrying Man, The (Too Hot to Handle) (1991),Comedy|Romance,not set
6322,Confidence (2003),Crime|Thriller,not set,not set
6323,Identity (2003),Crime|Horror|Mystery|Thriller,not set,not set
6327,Decade Under the Influence, A (2003),Documentary,not set
6329,Manic (2001),Drama,not set,not set
6331,Spellbound (2002),Documentary,not set,not set
6332,Lizzie McGuire Movie, The (2003),Children|Comedy|Romance,not set
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,not set,not set
6335,Dancer Upstairs, The (2002),Crime|Drama|Thriller,not set
6337,Owning Mahowny (2003),Crime|Drama|Thriller,not set,not set
6338,Daddy Day Care (2003),Children|Comedy,not set,not set
6339,Man on the Train (Homme du train, L') (2002),Comedy|Drama,not set
6341,Shape of Things, The (2003),Drama,not set
6342,Trip, The (2002),Comedy|Drama|Romance,not set
6344,101 Reykjavik (101 Reykjavík) (2000),Comedy|Drama|Romance,not set,not set
6345,Chorus Line, A (1985),Comedy|Drama|Musical,not set
6348,Breakin' 2: Electric Boogaloo (1984),Musical,not set,not set
6349,Breakin' (1984),Drama|Musical,not set,not set
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,not set,not set
6355,Girls, Les (1957),Musical,not set
6356,Gunfight at the O.K. Corral (1957),Western,not set,not set
6357,High Society (1956),Comedy|Musical|Romance,not set,not set
6358,Kiss Me Kate (1953),Comedy|Musical|Romance,not set,not set
6365,Matrix Reloaded, The (2003),Action|Adventure|Sci-Fi|Thriller|IMAX,not set
6367,Down with Love (2003),Comedy|Romance,not set,not set
6368,Cinemania (2002),Documentary,not set,not set
6369,Friends and Family (2001),Comedy,not set,not set
6370,Spanish Apartment, The (L'auberge espagnole) (2002),Comedy|Drama|Romance,not set
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,not set,not set
6375,Gigantic (A Tale of Two Johns) (2002),Documentary,not set,not set
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,not set,not set
6378,Italian Job, The (2003),Action|Crime,not set
6379,Wrong Turn (2003),Horror|Thriller,not set,not set
6380,Capturing the Friedmans (2003),Documentary,not set,not set
6383,2 Fast 2 Furious (Fast and the Furious 2, The) (2003),Action|Crime|Thriller,not set
6384,Love the Hard Way (2001),Crime|Drama|Romance,not set,not set
6385,Whale Rider (2002),Drama,not set,not set
6386,Nevada Smith (1966),Western,not set,not set
6387,Once a Thief (Zong heng si hai) (1991),Action|Comedy|Crime|Thriller,not set,not set
6390,Silk Stockings (1957),Musical,not set,not set
6395,Crazies, The (a.k.a. Code Name: Trixie) (1973),Action|Drama|Horror|Sci-Fi|Thriller,not set
6400,Murder on a Sunday Morning (Un coupable idéal) (2001),Documentary,not set,not set
6405,Treasure Island (1950),Adventure|Children,not set,not set
6408,Animals are Beautiful People (1974),Comedy|Documentary,not set,not set
6410,Car Wash (1976),Comedy,not set,not set
6412,Destry Rides Again (1939),Comedy|Western,not set,not set
6413,Electric Horseman, The (1979),Comedy|Western,not set
6414,Gay Purr-ee (1962),Animation|Children|Musical,not set,not set
6415,Intervista (1987),Comedy|Drama,not set,not set
6416,King Rat (1965),Drama|War,not set,not set
6419,Mr. & Mrs. Bridge (1990),Drama,not set,not set
6422,Shenandoah (1965),Drama|War|Western,not set,not set
6423,Straight Talk (1992),Comedy,not set,not set
6424,Oscar (1991),Comedy|Crime|Mystery|Romance,not set,not set
6426,Far Country, The (1954),Western,not set
6427,Railway Children, The (1970),Children|Drama,not set
6428,Two Mules for Sister Sara (1970),Comedy|War|Western,not set,not set
6429,Winchester '73 (1950),Western,not set,not set
6431,Battle Cry (1955),Drama|War,not set,not set
6432,Courtship of Eddie's Father, The (1963),Comedy,not set
6433,Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929),Documentary,not set
6436,This Boy's Life (1993),Drama,not set,not set
6440,Barton Fink (1991),Drama|Thriller,not set,not set
6442,Belle époque (1992),Comedy|Romance,not set,not set
6446,Comancheros, The (1961),Action|Adventure|Drama|Romance,not set
6447,Duel at Diablo (1966),War,not set,not set
6448,Flight of the Phoenix, The (1965),Action|Adventure|Drama,not set
6449,From the Terrace (1960),Drama,not set,not set
6450,Heaven Knows, Mr. Allison (1957),Drama|War,not set
6454,Music Box (1989),Drama,not set,not set
6458,Blue Max, The (1966),Adventure|Drama|War,not set
6461,Unforgiven, The (1960),Drama|Western,not set
6464,Good Burger (1997),Children|Comedy,not set,not set
6465,Jubilee (1977),Drama,not set,not set
6466,Mississippi Masala (1991),Drama|Romance,not set,not set
6467,Quai des Orfèvres (Jenny Lamour) (1947),Crime|Drama,not set,not set
6468,Stranger Among Us, A (1992),Crime|Drama|Romance,not set
6470,Chisum (1970),Western,not set,not set
6473,Half Moon Street (1986),Drama|Thriller,not set,not set
6474,Truce, The (a.k.a. La Tregua) (1996),Drama,not set
6476,Shattered (1991),Mystery|Thriller,not set,not set
6477,Song of Bernadette, The (1943),Drama,not set
6480,Thoroughly Modern Millie (1967),Comedy|Musical,not set,not set
6482,Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy,not set,not set
6484,Hollywood Homicide (2003),Action|Crime|Drama,not set,not set
6493,Alex and Emma (2003),Comedy|Drama|Romance,not set,not set
6498,Murphy's War (1971),War,not set,not set
6502,28 Days Later (2002),Action|Horror|Sci-Fi,not set,not set
6503,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller,not set,not set
6506,Fulltime Killer (Chuen jik sat sau) (2001),Action|Thriller,not set,not set
6509,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),Drama|Romance,not set,not set
6513,Made for Each Other (1939),Comedy|Drama|Romance,not set,not set
6514,Ring of Terror (1962),Horror,not set,not set
6515,You Only Live Once (1937),Crime|Film-Noir,not set,not set
6516,Anastasia (1956),Drama,not set,not set
6518,Flight of the Intruder (1991),Action|War,not set,not set
6521,Main Event, The (1979),Comedy,not set
6522,Man's Favorite Sport? (1964),Comedy,not set,not set
6525,Nuts (1987),Drama,not set,not set
6527,Scaramouche (1952),Adventure|Romance,not set,not set
6528,Start the Revolution Without Me (1970),Comedy,not set,not set
6531,Hour of the Pig, The (1993),Crime|Drama|Mystery,not set
6533,What's Up, Doc? (1972),Comedy,not set
6534,Hulk (2003),Action|Adventure|Sci-Fi,not set,not set
6535,Legally Blonde 2: Red, White & Blonde (2003),Comedy,not set
6536,Sinbad: Legend of the Seven Seas (2003),Adventure|Animation|Children|Fantasy,not set,not set
6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi,not set,not set
6538,Swimming Pool (2003),Drama|Mystery|Thriller,not set,not set
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,not set,not set
6541,League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003),Action|Fantasy|Sci-Fi,not set
6547,Northfork (2003),Drama|Fantasy,not set,not set
6548,Bad Boys II (2003),Action|Comedy|Crime|Thriller,not set,not set
6550,Johnny English (2003),Action|Comedy|Thriller,not set,not set
6552,Dirty Pretty Things (2002),Crime|Drama|Thriller,not set,not set
6559,Little Giants (1994),Children|Comedy,not set,not set
6561,Mouse That Roared, The (1959),Comedy|War,not set
6562,Spencer's Mountain (1963),Comedy|Drama,not set,not set
6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller,not set,not set
6565,Seabiscuit (2003),Drama,not set,not set
6566,Spy Kids 3-D: Game Over (2003),Action|Adventure|Children,not set,not set
6568,Camp (2003),Comedy|Musical,not set,not set
6571,Mondays in the Sun (Lunes al sol, Los) (2002),Drama,not set
6582,Remo Williams: The Adventure Begins (1985),Action|Comedy|Crime|Thriller,not set,not set
6584,What's Up, Tiger Lily? (1966),Adventure|Comedy|Crime|Thriller,not set
6585,White Lightning (1973),Action|Crime|Drama,not set,not set
6586,American Wedding (American Pie 3) (2003),Comedy,not set,not set
6587,Gigli (2003),Comedy|Crime|Romance,not set,not set
6591,Magdalene Sisters, The (2002),Drama,not set
6592,Secret Lives of Dentists, The (2002),Drama,not set
6593,Freaky Friday (2003),Children|Comedy|Fantasy,not set,not set
6595,S.W.A.T. (2003),Action|Thriller,not set,not set
6596,Divorce, Le (2003),Comedy|Drama|Romance,not set
6598,Step Into Liquid (2002),Documentary,not set,not set
6599,Accattone (1961),Drama,not set,not set
6600,...And God Spoke (1993),Comedy,not set,not set
6602,Brain Damage (1988),Comedy|Horror,not set,not set
6603,Double Life, A (1947),Crime|Drama|Film-Noir,not set
6611,Umberto D. (1952),Drama,not set,not set
6612,Brother's Keeper (1992),Documentary,not set,not set
6613,Day of the Dolphin, The (1973),Drama,not set
6615,Freddy vs. Jason (2003),Action|Horror|Thriller,not set,not set
6617,Open Range (2003),Western,not set,not set
6618,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy,not set,not set
6620,American Splendor (2003),Comedy|Drama,not set,not set
6624,Agent Cody Banks (2003),Action|Adventure|Children|Fantasy,not set,not set
6628,Hot Dog... The Movie (1984),Comedy,not set,not set
6629,House of Wax (1953),Crime|Horror|Mystery|Thriller,not set,not set
6630,Inn of the Sixth Happiness, The (1958),Adventure|Drama,not set
6636,Sure Thing, The (1985),Comedy|Romance,not set
6638,Valley Girl (1983),Comedy|Romance,not set,not set
6639,Wait Until Dark (1967),Drama|Thriller,not set,not set
6641,Code Unknown (Code inconnu: Récit incomplet de divers voyages) (2000),Drama,not set,not set
6643,Tokyo Story (Tôkyô monogatari) (1953),Drama,not set,not set
6645,THX 1138 (1971),Action|Adventure|Drama|Sci-Fi,not set,not set
6646,Valley of the Dolls (1967),Drama,not set,not set
6650,Kind Hearts and Coronets (1949),Comedy|Drama,not set,not set
6658,10 (1979),Comedy|Romance,not set,not set
6659,Tremors (1990),Comedy|Horror|Sci-Fi,not set,not set
6662,Pink Panther, The (1963),Comedy|Crime,not set
6663,Pink Panther Strikes Again, The (1976),Comedy|Crime,not set
6664,Commando (1985),Action|Adventure,not set,not set
6665,Dracula (1979),Horror|Romance,not set,not set
6669,Ikiru (1952),Drama,not set,not set
6671,Angel at My Table, An (1990),Drama,not set
6676,Incident at Oglala (1992),Documentary,not set,not set
6678,Handmaid's Tale, The (1990),Drama|Sci-Fi,not set
6679,Revolution OS (2001),Documentary,not set,not set
6683,Fire (1996),Drama,not set,not set
6684,Death in Venice (Morte a Venezia) (1971),Drama|Romance,not set,not set
6686,Medallion, The (2003),Action|Comedy|Crime|Fantasy,not set
6690,Don't Tempt Me (Sin noticias de Dios) (2001),Comedy|Fantasy|Mystery,not set,not set
6695,Jeepers Creepers 2 (2003),Horror|Thriller,not set,not set
6703,Order, The (2003),Horror|Mystery|Thriller,not set
6706,Taking Sides (2001),Drama,not set,not set
6707,Cabin Fever (2002),Horror|Thriller,not set,not set
6708,Matchstick Men (2003),Comedy|Crime|Drama,not set,not set
6709,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller,not set,not set
6710,Dummy (2002),Comedy|Drama|Romance,not set,not set
6711,Lost in Translation (2003),Comedy|Drama|Romance,not set,not set
6713,Millennium Actress (Sennen joyû) (2001),Animation|Drama|Romance,not set,not set
6718,Gotcha! (1985),Comedy,not set,not set
6721,Once Upon a Time in China (Wong Fei Hung) (1991),Action|Adventure|Drama,not set,not set
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action|Romance,not set,not set
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Action,not set,not set
6724,Paper Moon (1973),Comedy|Crime|Drama,not set,not set
6725,Sgt. Pepper's Lonely Hearts Club Band (1978),Adventure|Musical,not set,not set
6728,Ugly American, The (1963),Drama,not set
6730,Convoy (1978),Action|Comedy|Drama,not set,not set
6731,Day of the Dead (1985),Horror|Sci-Fi|Thriller,not set,not set
6732,Hello, Dolly! (1969),Comedy|Musical|Romance,not set
6735,Rose, The (1979),Drama,not set
6739,At War with the Army (1950),Comedy|Musical|Romance,not set,not set
6743,Jungle Book (1942),Adventure|Fantasy,not set,not set
6744,Once Bitten (1985),Comedy|Horror,not set,not set
6748,Brood, The (1979),Horror,not set
6751,Cold Creek Manor (2003),Drama|Thriller,not set,not set
6753,Secondhand Lions (2003),Children|Comedy|Drama,not set,not set
6754,Underworld (2003),Action|Fantasy|Horror,not set,not set
6755,Bubba Ho-tep (2002),Comedy|Horror,not set,not set
6757,Demonlover (2002),Crime|Drama|Mystery|Thriller,not set,not set
6760,In This World (2002),Adventure|Drama,not set,not set
6762,Yossi & Jagger (2002),Drama|Romance,not set,not set
6763,Duplex (2003),Comedy|Crime,not set,not set
6764,Rundown, The (2003),Action|Adventure|Comedy,not set
6765,Under the Tuscan Sun (2003),Comedy|Drama|Romance,not set,not set
6768,Luther (2003),Drama,not set,not set
6769,Mambo Italiano (2003),Comedy,not set,not set
6770,My Life Without Me (2003),Drama|Romance,not set,not set
6771,Dorm Daze (National Lampoon Presents Dorm Daze) (2003),Comedy,not set,not set
6772,To Be and to Have (Être et avoir) (2002),Documentary,not set,not set
6773,Triplets of Belleville, The (Les triplettes de Belleville) (2003),Animation|Comedy|Fantasy,not set
6774,Videodrome (1983),Fantasy|Horror|Sci-Fi|Thriller,not set,not set
6776,Lagaan: Once Upon a Time in India (2001),Comedy|Drama|Musical|Romance,not set,not set
6777,Judgment at Nuremberg (1961),Drama,not set,not set
6779,Same Time, Next Year (1978),Comedy|Drama|Romance,not set
6780,Brief History of Time, A (1991),Documentary,not set
6782,Leningrad Cowboys Go America (1989),Comedy|Musical,not set,not set
6783,Rules of the Game, The (La règle du jeu) (1939),Comedy|Drama,not set
6785,Seven Brides for Seven Brothers (1954),Comedy|Musical|Romance|Western,not set,not set
6786,Kiss of the Spider Woman (1985),Drama,not set,not set
6787,All the President's Men (1976),Drama|Thriller,not set,not set
6788,Angie (1994),Comedy|Drama|Romance,not set,not set
6790,Avalon (2001),Drama|Fantasy|Sci-Fi,not set,not set
6791,Babette's Feast (Babettes gæstebud) (1987),Drama,not set,not set
6793,Beethoven (1992),Children|Comedy|Drama,not set,not set
6794,Beethoven's 2nd (1993),Children|Comedy,not set,not set
6796,Boyz N the Hood (1991),Crime|Drama,not set,not set
6797,Bugsy (1991),Crime|Drama,not set,not set
6798,Bugsy Malone (1976),Children|Comedy|Crime|Musical,not set,not set
6800,Cobra (1986),Action|Crime,not set,not set
6803,Phenomena (a.k.a. Creepers) (1985),Horror|Mystery|Thriller,not set,not set
6806,Time and Tide (Seunlau Ngaklau) (2000),Action|Crime|Thriller,not set,not set
6807,Monty Python's The Meaning of Life (1983),Comedy,not set,not set
6808,Where Eagles Dare (1968),Action|Adventure|War,not set,not set
6810,Sleeping with the Enemy (1991),Drama|Thriller,not set,not set
6811,PCU (1994),Comedy,not set,not set
6812,Rookie, The (1990),Action|Comedy|Thriller,not set
6813,Ghost and Mr. Chicken, The (1966),Comedy|Romance,not set
6814,City Heat (1984),Action|Comedy,not set,not set
6816,Three O'Clock High (1987),Comedy,not set,not set
6818,Come and See (Idi i smotri) (1985),Drama|War,not set,not set
6820,Ginger Snaps (2000),Drama|Horror|Thriller,not set,not set
6822,Ballad of Little Jo, The (1993),Drama|Western,not set
6826,Shakiest Gun in the West, The (1968),Comedy|Western,not set
6827,It's Pat (1994),Comedy,not set,not set
6828,Sunday in the Country, A (Un dimanche à la campagne) (1984),Drama,not set
6829,Gun in Betty Lou's Handbag, The (1992),Comedy|Mystery,not set
6830,Sudden Fear (1952),Film-Noir|Horror|Thriller,not set,not set
6832,Regarding Henry (1991),Drama,not set,not set
6835,Alien Contamination (1980),Action|Horror|Sci-Fi,not set,not set
6840,Hospital, The (1971),Comedy|Drama,not set
6850,Leap of Faith (1992),Comedy|Drama,not set,not set
6852,In Cold Blood (1967),Crime|Drama,not set,not set
6856,Yankee Doodle Dandy (1942),Drama|Musical,not set,not set
6857,Ninja Scroll (Jûbei ninpûchô) (1995),Action|Adventure|Animation|Fantasy,not set,not set
6858,Knife in the Water (Nóz w wodzie) (1962),Drama,not set,not set
6862,Out of Time (2003),Crime|Drama|Thriller,not set,not set
6863,School of Rock (2003),Comedy|Musical,not set,not set
6864,Concert for George, The (2003),Documentary|Musical,not set
6867,Station Agent, The (2003),Comedy|Drama,not set
6868,Wonderland (2003),Crime|Drama|Mystery|Thriller,not set,not set
6869,Bus 174 (Ônibus 174) (2002),Crime|Documentary,not set,not set
6870,Mystic River (2003),Crime|Drama|Mystery,not set,not set
6872,House of the Dead, The (2003),Action|Horror,not set
6873,Intolerable Cruelty (2003),Comedy|Romance,not set,not set
